id,anchor,target,context,title,label
62649489ba057a1e,embedding groove,outer housing,F23,combustion apparatus; combustion processes,0.5
ce1f9cc8c74679d7,weldability,fabric cotton,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.0
266520a68b05e198,kraft cooking,alkali smelting processes,C01,inorganic chemistry,0.5
fc63c89be37a059c,acid absorption,chemical analysis,B01,physical or chemical processes or apparatus in general,0.25
032a27f54410dab0,equipment unit,device unit,A63,sports; games; amusements,0.5
71a31c717c622513,arrange in fashion,arrange in proper fashion,B41,printing; lining machines; typewriters; stamps,0.75
6d313874693178b4,battery cell assembly,assembly language,H01,basic electric elements,0.0
175f6516ef438d35,loudspeaker arrays,directional transducers speakers,H04,electric communication technique,0.5
68f764d6db936a68,dissolve in solvent system,combine in solvent system,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.75
610ccd686dae21d6,well pump,compressor,E21,earth drilling; mining,0.5
dbffc92667eed1b7,propyl bromide,organic synthesis,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.25
4e83e28a8b205d2a,antiatherosclerotic,cholesterol accumulation suppression,C07,organic chemistry,0.75
a342e7593f9870e3,rocker lever,rocker arms,B41,printing; lining machines; typewriters; stamps,0.75
b877329b10ca47bb,distributor pipe,water pipe,F25,refrigeration or cooling; combined heating and refrigeration systems; heat pump systems; manufacture or storage of ice; liquefaction solidification of gases,0.5
0a452e14f3202d32,boom hydraulic cylinder,hydraulic boom cylinder,E02,hydraulic engineering; foundations; soil shifting,0.75
a6f6492bfc0ae9ff,effective storage,effective ball,G01,measuring; testing,0.0
348dd729da42c8d7,electric field intensities,voltage plasma,A61,medical or veterinary science; hygiene,0.5
859d21d9f2f725b9,feed control valve,pad conditioner,B24,grinding; polishing,0.25
cc429d0c94859fc0,her2 targeted,her2 target,A61,medical or veterinary science; hygiene,1.0
9672c02282d07383,coupling factor,coupling fraction,H03,basic electronic circuitry,0.5
c037548933e94560,guiding elements,engaging,E01,"construction of roads, railways, or bridges",0.5
9aff89a4e991da58,main lane,main,G08,signalling,0.5
95f919a5601ca45a,multiplexed data,multiplexed data stream,H04,electric communication technique,0.5
402262c58683ad80,request buffer,response buffer,H04,electric communication technique,0.25
cb7fc9c366d01dd1,pressure signal,differential pressure signal,G01,measuring; testing,0.5
614793d7e3be7072,crystal thin,multiple crystal,H03,basic electronic circuitry,0.25
287eae19525559bf,connecting lines,line,G08,signalling,0.5
7cc4768cf4bc90de,friction lock,releasably secure,B62,land vehicles for travelling otherwise than on rails,0.25
1f4d8c7bb2384267,associated log,veneer,B27,working or preserving wood or similar material; nailing or stapling machines in general,0.25
76f8cac3e3c5bbf9,triethylammonium salt,receiver remote,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.0
1c455866959d3c16,opening assembly,opening member,B60,vehicles in general,0.5
6558fc3744336cfb,carpet tiles,transfer medium,B41,printing; lining machines; typewriters; stamps,0.25
f218ff24aab355fc,antigen composition,amino acid sequence,A61,medical or veterinary science; hygiene,0.5
e14b8db38d3adc93,based method,without basis of reference,G01,measuring; testing,0.25
006ffb40fbe2b51f,rotate on its longitudinal axis,rotate along its longitudinal axis,E06,"doors, windows, shutters, or roller blinds in general; ladders",0.5
9255d03e00984454,buck converter circuit,mobile system,H05,electric techniques not otherwise provided for,0.25
622b41c1d5e1f992,belt shifting,band shift,D01,natural or man-made threads or fibres; spinning,0.5
c39d74807c5edf5e,free fatty acid,oleic acid,B01,physical or chemical processes or apparatus in general,0.5
f386975b59ed422a,different circumferential positions,circumferential grooves,G01,measuring; testing,0.5
bfbc6b9c18179c70,gold alloy,alloy,B01,physical or chemical processes or apparatus in general,0.5
3e3ec64a4c7d5164,wave generation,generation gap,F21,lighting,0.0
e29ca74ea7adf8a2,extend areas,large area,A24,tobacco; cigars; cigarettes; simulated smoking devices; smokers' requisites,0.25
78699c299a691d8e,brake arms,brake shoes,D01,natural or man-made threads or fibres; spinning,0.25
d67270106cb999ad,contain elastomer,comprise elastomer,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.75
6dd09bc5ef2c9952,lamination method,acid copolymer layer,B32,layered products,0.25
6d7c5e3a60364fbd,wearability,deformation of a surface,A61,medical or veterinary science; hygiene,0.25
4aa56b4a83ced0da,transmit over interface,transmit over system,G11,information storage,0.5
dd792c7f4363a707,cervical support,air support,A47,furniture; domestic articles or appliances; coffee mills; spice mills; suction cleaners in general,0.0
1db5bfdfb13ae7fa,flow openings,flow passages,F04,positive - displacement machines for liquids; pumps for liquids or elastic fluids,0.75
5a73f2b6e4aaf10c,flow openings,horizontal lines,F24,heating; ranges; ventilating,0.25
fa8c945ec2eeba10,materially less,substantially smaller,F22,steam generation,0.5
8b0e667f921654ea,extend arrangement,flow guide,B23,machine tools; metal-working not otherwise provided for,0.25
62d17c28591c662d,gold alloy,oxide,B01,physical or chemical processes or apparatus in general,0.25
14bb8df018d8cba0,carpet tiles,floor carpet tiles,B41,printing; lining machines; typewriters; stamps,0.75
e426327ec85ab802,coaxial cable transmission,transmission,H02,generation; conversion or distribution of electric power,0.5
e8721dbee65301b7,well pump,servomotor,F04,positive - displacement machines for liquids; pumps for liquids or elastic fluids,0.5
a38ad7913b4f04f7,inorganic hybrid,nanomaterials,B01,physical or chemical processes or apparatus in general,0.25
90b08f14fa35e128,pulse width modulated control,pulse control,G02,optics,0.25
9623d322c122febf,therapeutic applications,disease,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.25
18145f26ad5a03ae,panel frame,interview panel,E05,locks; keys; window or door fittings; safes,0.0
06b7902340b38f41,multiplexed data,transmission digital signal,H04,electric communication technique,0.25
d893653a34dc526e,elastic assembly,electromagnet,E04,building,0.25
fa7fab02bf17a18c,flow openings,flow grooves,G01,measuring; testing,0.75
8ff16a96af7558f0,abnormal position,abnormal position data,B23,machine tools; metal-working not otherwise provided for,0.5
8c760ea7ebc6bb48,negative collector,electron collector,C23,"coating metallic material; coating material with metallic material; chemical surface treatment; diffusion treatment of metallic material; coating by vacuum evaporation, by sputtering, by ion implantation or by chemical vapour deposition, in general; inhibiting corrosion of metallic material or incrustation in general",0.5
960c3e1158a53488,sealable adhesive,sealable adhesive,B65,conveying; packing; storing; handling thin or filamentary material,1.0
a1b92378988cc7a3,key arm,longitudinal arm,G10,musical instruments; acoustics,0.5
8021d40736f52135,tap portion,screw tap,B23,machine tools; metal-working not otherwise provided for,0.5
ed49a79e23645c7a,expandable scaffold,compressible prosthesis,A61,medical or veterinary science; hygiene,0.25
335a72105f580edb,coaxial cable transmission,subscriber drop cable,H02,generation; conversion or distribution of electric power,0.25
0c994df67e57f9b3,conductor particles,particle filter,H05,electric techniques not otherwise provided for,0.0
eb2dbeeaa128bedc,retainer bolts,dental retainers,B29,working of plastics; working of substances in a plastic state in general,0.0
a671c7dd3cec02c7,idle mixture,hyperspeed,F02,combustion engines; hot-gas or combustion-product engine plants,0.0
4128fbaa3bd79edc,operator identification information,person identification code,H04,electric communication technique,0.5
f0d710f2fc73a318,flow openings,supply path,F24,heating; ranges; ventilating,0.5
6d49683fabde19c1,use balance,electronic balance,A63,sports; games; amusements,0.5
8d4f2c550dead3df,rotor stages,rotor stage,F01,machines or engines in general; engine plants in general; steam engines,1.0
6cd95c3dfff6f9f1,inner closed,outer radial,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
d510dbc332ae3b0f,stationary rod,stationary guide tube,G01,measuring; testing,0.5
b29c0a160b4243d3,dimple arrangement,dimple,A63,sports; games; amusements,0.5
2c9157335b4ab309,component control,complex control method,B60,vehicles in general,0.5
bdcfcedebe488ba3,lift element,mercury element,D01,natural or man-made threads or fibres; spinning,0.0
c8396cc94526a8a7,pulverulent material,powdered material,F23,combustion apparatus; combustion processes,0.75
bdb816186d2cee47,provide restoring force,provide component,E01,"construction of roads, railways, or bridges",0.0
800fb77b2700d557,carpet tiles,ink jet recording medium,B41,printing; lining machines; typewriters; stamps,0.25
70cc1ceeea68fde2,different circumferential positions,distributed at random positions,G02,optics,0.25
d51647de2d60a336,intermediate speed,output,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
2f55dca63d843c26,rocker lever,roller,B61,railways,0.25
eedb893a1b9c6c25,materially less,substantially less,C03,glass; mineral or slag wool,0.75
79a9f51987dd70a7,imaging axis,axis of direction,G02,optics,0.0
39f1438881d01976,renewable power,photovoltaic power,F03,"machines or engines for liquids; wind, spring, or weight motors; producing mechanical power or a reactive propulsive thrust, not otherwise provided for",0.5
29ddc91c83eec670,stationary rod,stagnant rod,D01,natural or man-made threads or fibres; spinning,0.75
138df3eec4aa05ca,disperse in plastic material,polymers with metal nanoparticles,C01,inorganic chemistry,0.5
d7ec1df2711a843f,materially less,less,C03,glass; mineral or slag wool,0.5
1a495951ba2de4af,radio wave transmission,radio emission,G01,measuring; testing,0.5
bd8575d1bb189e9b,committee,transmission networks,H04,electric communication technique,0.25
84486832166e0f8f,gutters,surface water collection channel,B60,vehicles in general,0.5
9e3885ebbcd9fd07,seal members,seals member provided,G03,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,0.5
8f2c67263540e85b,disk type recording medium,disc theory,G11,information storage,0.0
5b0cb107d0dcd0e2,aluminium compounds,seat belt,C07,organic chemistry,0.0
8c08541609d51d2e,operate internal combustion engine,operate as engine,F02,combustion engines; hot-gas or combustion-product engine plants,0.5
bc36721e0339dd31,general anesthesia,unconscious,A61,medical or veterinary science; hygiene,0.25
1f8dceb290ce262b,instruction processing,instructions processing,G06,computing; calculating; counting,1.0
5f8a7fcea0f08ed2,gate insulator film,semiconductor insulating film,H01,basic electric elements,0.5
8bec6f07fc099c03,cold state,motor driver,H01,basic electric elements,0.0
5c89da58a8d75b31,olefin production,production,B01,physical or chemical processes or apparatus in general,0.5
3ab72bc699ecf37f,connecting lines,connection of lines,H05,electric techniques not otherwise provided for,1.0
540b443284d48025,circumferential clamp,threaded locking mechanism,H01,basic electric elements,0.25
8b994be1de0e2a94,running tally,calculate,G08,signalling,0.25
7b059829aefd6b35,extracting process,purification,C13,sugar industry,0.25
86861ed1a03b58ec,send to control node,transmit to control node,H04,electric communication technique,0.75
2740bdbdd29e00ee,dna strand,chains of deoxynucleoside monophosphates,C07,organic chemistry,0.75
9e67eabe1782b1fb,saw sensor,vehicle speed sensor,G06,computing; calculating; counting,0.0
5becf54261fa9d51,pulverulent material,material icons,F23,combustion apparatus; combustion processes,0.0
f15570131dba4c75,well pump,well tissue culture,E21,earth drilling; mining,0.0
f6b0fd35c18b92f7,target pointer,pointer variable,F41,weapons,0.0
9371564733207199,pulverulent material,material parameter,G01,measuring; testing,0.0
fa4261ac9c6775dd,top surface member,member top wall,H01,basic electric elements,0.75
f6a96e83a7708147,connect to common conductor,voltage difference,H03,basic electronic circuitry,0.25
ff51133a484e1e77,color difference signal,video signals,H04,electric communication technique,0.25
98403621f956c081,cervical support,head with the torso,A47,furniture; domestic articles or appliances; coffee mills; spice mills; suction cleaners in general,0.25
9cf2ac1e237859a7,nvm array,substrate semiconductor layer,H01,basic electric elements,0.25
7ab0bc7f2b94c401,abatement,removing air pollutants,F24,heating; ranges; ventilating,0.5
8b655839fc1427b5,nozzle receptacle,synthetic linear polyamides,B29,working of plastics; working of substances in a plastic state in general,0.25
6b3922053aee0fd7,dicy,milk cream,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.0
a090935e646463bd,materially less,less in actual,H01,basic electric elements,0.5
657756e88d813d7c,selected operation,processing step,H04,electric communication technique,0.5
f50207cc2458a61b,form cutter,cutter codes,B27,working or preserving wood or similar material; nailing or stapling machines in general,0.0
de38496ce9c0d467,predetermined relatively,train operation safety protection,B61,railways,0.25
76fcd1d6cb5300e7,lift element,vital element,B62,land vehicles for travelling otherwise than on rails,0.0
a4437b7624a6dfef,intruder detection,sensor,F41,weapons,0.25
98e6cbdc48e095a3,slip segment,slip piece,B22,casting; powder metallurgy,0.75
a9599b8ae850529c,square lattice,squares error,H03,basic electronic circuitry,0.5
57391bd8b5923cd5,metatarsal bones,longer bones,A43,footwear,0.75
c23db7282aca7359,stabilizer members,stable fixation kit,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.25
9f745ee4f326ba06,wire grid polarization,wire crystal polarization,G02,optics,0.5
3ae28281c2f3fb17,opening assembly,locking assembly,E05,locks; keys; window or door fittings; safes,0.25
2ae1fa2905c4a099,carpet tiles,thermal printer,B41,printing; lining machines; typewriters; stamps,0.25
b6fa890f12f75fc7,voltage values,voltage levels,B41,printing; lining machines; typewriters; stamps,0.75
6b1e4554c3d60c29,upper clamp arm,swing arm,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
ebeab75205273ec2,roll on workpiece,coil roll,B21,mechanical metal-working without essentially removing material; punching metal,0.0
9b7f0d6e378e3b00,transmit over interface,transmit through interface,H04,electric communication technique,0.75
14f6c27303b7c07d,opc drum,photosensitive medium,G02,optics,0.5
ee5905334903e992,battery monitoring circuit,power storage device,G01,measuring; testing,0.5
a579fa0385ff172f,encapsulated pigment,inkjet,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.25
724f5941b3c79acc,board id,blackboard,H05,electric techniques not otherwise provided for,0.0
35e710639b4f74e9,dual clutch,clutch selectively,B62,land vehicles for travelling otherwise than on rails,0.5
9cd1e0dc6920e4ba,pulping apparatus,signal processing apparatus,D06,treatment of textiles or the like; laundering; flexible materials not otherwise provided for,0.0
8e877d98df4bd7e6,melodies,tune,A46,brushware,0.75
d706355b277ed7ca,gnd,operating voltage,H01,basic electric elements,0.25
d9c4f9a3bc763142,water intake,water intake port,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.5
45f194cdd8543908,treatment programs,pre processing,F22,steam generation,0.25
d0d3e8a06e00b90a,neural stimulation,implant,H04,electric communication technique,0.25
659137b50c494356,return structure,exhaust duct,F27,furnaces; kilns; ovens; retorts,0.25
b593635344a7a15e,split into flows,diverge into flows,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.75
d028e0070d970637,consist of selection,consist of word,A63,sports; games; amusements,0.0
cfa9537c11209579,transistor m6,emitter,G05,controlling; regulating,0.5
75af66fbc1615cd6,useful metal,useful microbes,C22,metallurgy; ferrous or non-ferrous alloys; treatment of alloys or non-ferrous metals,0.0
6f9ea7125af2d825,output center,output location,D05,sewing; embroidering; tufting,0.5
01f927027150b012,sun member,carrier,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.5
2a99319d46dd3ab2,respective emitter,bipolar transistor,H03,basic electronic circuitry,0.5
b70d4328b15219a7,moisture proof film,polarizing layer,H05,electric techniques not otherwise provided for,0.0
2d7f1b3ea74e2c38,acan,machine learning,C07,organic chemistry,0.0
ae0262c02566d2ce,diesel fuel tank,diesel fuel tanks,F02,combustion engines; hot-gas or combustion-product engine plants,1.0
b9bd7a2630725402,steering matrices,divergent beams,H04,electric communication technique,0.25
69a1e250eefdb8dd,encapsulated pigment,encapsulating dyes,D21,paper-making; production of cellulose,0.75
022fdf14545b8217,herpes,herpes zoster,G01,measuring; testing,0.5
e2fadcd4bfbff248,sprayed,directly,B41,printing; lining machines; typewriters; stamps,0.25
00f8f104cae2bf56,video light,light fixture,G03,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,0.0
478ea4829345afe8,battery cell assembly,battery,H01,basic electric elements,0.5
92817ebbf1bd7489,shaped engaging,shaped bacteria,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.0
586589becb0527d6,coaxial cable transmission,transmitted on the coaxial cable,H02,generation; conversion or distribution of electric power,0.75
8a9bacec4c609177,membrane vesicle,signaling,A61,medical or veterinary science; hygiene,0.25
e21bafc0b409d251,pendent,pendent groups,D01,natural or man-made threads or fibres; spinning,0.75
35349b364df51d28,photocleavable linker,n 9 fluorenylmethyloxycarbonyl 3 amino 3 45 dimethoxy 2 nitrophenylpropionic acid,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.5
f88542753777eb9e,mentioned conveyor,endless flat conveying,A21,baking; edible doughs,0.5
fe3ddeca2a789b87,triethylammonium salt,desired compound,C07,organic chemistry,0.25
151a4606385abcc4,donor plasmid,shuttle vector,A61,medical or veterinary science; hygiene,0.5
a6d6f5c6e01479c2,moisture proof film,transparent moisture proof films,H05,electric techniques not otherwise provided for,0.5
cf533e88abc9795c,source voltage,output current,H05,electric techniques not otherwise provided for,0.25
9bb57d91bb4d3a3f,sensitive photographic,photosensitive,B41,printing; lining machines; typewriters; stamps,0.75
9fda1ad057a2da13,effective storage,reliable storage,B01,physical or chemical processes or apparatus in general,0.25
3fde6ca4f70d906c,chagas disease,american singer,C07,organic chemistry,0.0
a74a37a653c1b2dc,friction lock,locking system,E21,earth drilling; mining,0.5
91f2024e6d77dfae,shaped substrates,shaped transparent substrate,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.5
501b1f22ae4cc814,top surface member,top panel,H01,basic electric elements,0.75
152596601b86a09c,sand formation,downhole tool,E21,earth drilling; mining,0.25
f8d45fc0754f25a2,mat sections,layers,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
a6e83cf28fd66551,prolong span,prolong a span of part,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.5
ca3aa653d33ab0cf,pendent,pendent accessory,D01,natural or man-made threads or fibres; spinning,0.5
13c7b6dc98e9caea,dna strand,material science,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.0
99cb46abb2a35bf7,materially less,substantially smaller,H01,basic electric elements,0.25
b77b1665377babec,wave generation,generations of computers,A63,sports; games; amusements,0.0
d3a4d2539a115a59,service processing unit,management device,H04,electric communication technique,0.25
62a6859f2093a6fb,water intake,water inlet,B63,ships or other waterborne vessels; related equipment,0.75
06e61d44e3943618,shaped engaging,engaging with the enemy,A41,wearing apparel,0.0
1954e0e66bf61225,wiring trough,wire trough,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,1.0
568c5e0ce75a2239,average impact,averaged impact,B32,layered products,1.0
c54f2aab4b1bea80,selectively predetermined,selectively predetermined flexibility,G01,measuring; testing,0.75
a5cd733db78a39e6,pen based computer,mobile receiver module,H04,electric communication technique,0.25
60869b49617fcc04,apply to muscle,organ,A61,medical or veterinary science; hygiene,0.25
e14c8b5e39469ab2,hybrid system,domain,C07,organic chemistry,0.25
567d1b2f37309ee8,elastic assembly,actuator pivotally,E04,building,0.5
9154448bbd7aae07,conical path,pendulum,G04,horology,0.5
7ae514bd6f7ace53,slot open,define open slot,A61,medical or veterinary science; hygiene,0.5
0fabc4a2f4693ba6,rocker lever,rocker program in the control unit,B41,printing; lining machines; typewriters; stamps,0.0
aa6294d9ba1196d2,color difference signal,color pencil,H04,electric communication technique,0.0
8fe147d05c9d3272,gold alloy,metal layer,B01,physical or chemical processes or apparatus in general,0.25
10577e5425e16efc,expandable scaffold,three dimensional structural framework,E04,building,0.25
a384e7d27048a403,propyl bromide,propyl chloride bromide,C10,"petroleum, gas or coke industries; technical gases containing carbon monoxide; fuels; lubricants; peat",0.5
eebc7703505b77d1,activating position,proximal extended state,A61,medical or veterinary science; hygiene,0.5
aa434907c05adef5,square lattice,grid,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.5
fe86b82b4482b4fb,locking formation,lock,B23,machine tools; metal-working not otherwise provided for,0.5
3e7c96623b15451b,contain sulfur compounds,comprise sulfur compounds,C07,organic chemistry,0.75
18ba4844e30242db,contain based resin,contain based particles,B29,working of plastics; working of substances in a plastic state in general,0.5
11e1ec3bff3c79ce,offset table,data,G06,computing; calculating; counting,0.25
9e7f6a7dd0647b27,return structure,return structures,F27,furnaces; kilns; ovens; retorts,1.0
7671135e69b60717,comfortability,plush,A41,wearing apparel,0.5
a404122032f53343,propyl bromide,methyl iodide,C11,"animal or vegetable oils, fats, fatty substances or waxes; fatty acids therefrom; detergents; candles",0.5
f1a52f6135449b8f,based method,extraction apparatus,G01,measuring; testing,0.25
6cf09c741052a0f2,substantially axial,tangential,C03,glass; mineral or slag wool,0.25
ee3c34aa7ed06159,network load information,congestion data,H04,electric communication technique,0.25
57745bd1ac5504f0,intermediate speed,intermedial speed,D01,natural or man-made threads or fibres; spinning,1.0
ec6c62e8b5a4429a,laminated wall,laminate visualizer,G06,computing; calculating; counting,0.0
c0bb50156e8aca0b,central nucleus,molecule,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.25
da4770d9f8c57c62,inner peripheral,outer periphery,G11,information storage,0.25
c759c5cc3fb4e896,shaped engaging,shape,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
707cefd417be129b,key arm,arm chair,H04,electric communication technique,0.0
80efbcfb3bc66967,sphygmomanometer,blood pressure,G09,education; cryptography; display; advertising; seals,1.0
ffd547713f30d73e,shaped substrates,structured substrate,B24,grinding; polishing,0.5
3b14f8426dfa93c2,inward travel,insertion action,G09,education; cryptography; display; advertising; seals,0.5
104f09601fb99669,provide car,provide medical care,B61,railways,0.0
0e6a1d72e0f5f67b,imidazo,images,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.0
4f25e50c5aa5c745,crank,pedal,F42,ammunition; blasting,0.25
902368ba9bbac555,effective storage,hard disk,G01,measuring; testing,0.25
e625cb28e637f428,generate in layer,generate layer,G02,optics,1.0
9d18d631f1866c21,material item,material for electric parts,H04,electric communication technique,0.5
8de41413236be5b4,use solid materials,high temperature resistant powder metallurgy,B22,casting; powder metallurgy,0.25
7a2517260acc809d,form cutter,form cutting machine,B22,casting; powder metallurgy,0.75
a0c33ea16dd9eea1,oxygen lean,carrier,C10,"petroleum, gas or coke industries; technical gases containing carbon monoxide; fuels; lubricants; peat",0.25
868275b14fe65ab7,proper order,wrong order,H04,electric communication technique,0.25
92446362915fbe22,stabilizer members,power system stabilizer,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.0
140a7390dd5a898a,ply tire,pneumatic tire,B60,vehicles in general,0.5
d23c60f00534a3cf,gas leak,cylinder,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
6176597ef3ef0a4e,overflow compartment,catchment trough,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
ae6aff1e8fb92118,inorganic hybrid,inorganic elements,H01,basic electric elements,0.25
3522dfdd9c2613e4,metallic cartridges,arms ammunition,F42,ammunition; blasting,0.25
8d4a6c5c6e997d23,axle boxes,hub,E21,earth drilling; mining,0.25
426a03299f7383d9,well pump,well pumps,E21,earth drilling; mining,1.0
992d97002b4e4d23,shaped substrates,shapes,B24,grinding; polishing,0.5
8b3cb8900eed1bc1,expandable scaffold,compressible expandable structure,A61,medical or veterinary science; hygiene,0.5
d560fc80f2c27ff7,lower trunnion,cylindrical protrusion,B60,vehicles in general,0.5
4366c8bcb9754404,overall condition,structural integrity,B62,land vehicles for travelling otherwise than on rails,0.25
cb020420a545b14b,return structure,gas return structures,F27,furnaces; kilns; ovens; retorts,0.75
3fcbaa1a72ff808c,voltage values,suitable voltage voltages,B41,printing; lining machines; typewriters; stamps,0.75
4e22cf31c3a058f9,treatment programs,treatment processes,F22,steam generation,0.75
9450e2bc3bf8cfcf,sheet supply roller,rolling machine,H04,electric communication technique,0.25
7989e6dcae6cccb8,breech mechanism,tool locking system,B25,hand tools; portable power-driven tools; manipulators,0.25
b66d1413e5145efc,air flow line,hypercube line graph structure,F04,positive - displacement machines for liquids; pumps for liquids or elastic fluids,0.0
1cfac25fe7dd6d84,double planetary gear,continuously reduction transmission,B60,vehicles in general,0.5
657c0243182c46b1,request buffer,buffer zone,H04,electric communication technique,0.0
3b97e6bb2bcf445a,transmit alarm,bells,G06,computing; calculating; counting,0.25
f718e0175a147147,storage lid,horizontal cold engraving machine,B44,decorative arts,0.25
c1d0d773dcff62d7,equivalent molar,atomic metal,B01,physical or chemical processes or apparatus in general,0.25
c87f98a723263270,speed control means,detection unit,H02,generation; conversion or distribution of electric power,0.25
8924ec1aebdfeee6,show in chemical formula,follow chemical formula,H01,basic electric elements,0.5
bf6ca7fb0fdf252b,average impact,measuring two numbers,G01,measuring; testing,0.5
b52840e5285a42a7,coupling factor,bandwidth,H03,basic electronic circuitry,0.5
59e0492f52c37252,operator identification information,operator configuration information,H04,electric communication technique,0.5
87f095d0380f084a,retainer bolts,connecting system,B29,working of plastics; working of substances in a plastic state in general,0.5
53749813ba5c4b50,disk type recording medium,optical disk medium,G11,information storage,0.5
0410fcc54c5ddc6f,aesthetic effects,mass effect,D03,weaving,0.0
56517170deaa7f65,therapeutic immune,immune therapy,C07,organic chemistry,0.75
c6529af290033278,fit within perimeter,coupling,B01,physical or chemical processes or apparatus in general,0.25
2e0f7ed8e6f3f36e,glycitin,genistein,B01,physical or chemical processes or apparatus in general,0.5
be66ea5b0a70bfc2,free fatty acid,triacylglycerol lysis,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.25
f29f4a7bfdfe8a7e,displacement mechanism,detachment mechanism,B41,printing; lining machines; typewriters; stamps,0.0
6d5f21025e0f43a9,metatarsal bones,metatarsal joint,A43,footwear,0.5
dfc476652849d461,inner peripheral,peripheral vascular disease,F27,furnaces; kilns; ovens; retorts,0.0
58c80c8b8d8c7abf,power conversion control,wireless communication,H02,generation; conversion or distribution of electric power,0.25
e7dc7ac45233ac80,perfluoroalkyl group,vinyl organic,C07,organic chemistry,0.25
c0eb51ca205e8261,opc drum,photoconductive drum,G02,optics,0.5
d8d58d75afbe1ace,direct received light,receiving light ray,H04,electric communication technique,0.75
23f2fa6f22a87aa5,trommel screen,blue screen filter,B03,separation of solid materials using liquids or using pneumatic tables or jigs; magnetic or electrostatic separation of solid materials from solid materials or fluids; separation by high-voltage electric fields,0.0
476c990c600d7acc,comfortability,safety loop,A41,wearing apparel,0.25
24cc264444ab1ffb,inner contact,contacting element,D21,paper-making; production of cellulose,0.5
eab2d49ac9991244,define by memory,defined memory,G06,computing; calculating; counting,0.75
2f52a57f65c09812,electrical current distribution,structured collection procedure,G01,measuring; testing,0.25
71af0d332f20dbae,dual clutch,dual bluetooth speakers,B60,vehicles in general,0.0
88c6fd5f050eff5e,equivalent molar,proportion,B01,physical or chemical processes or apparatus in general,0.25
310cd85bdd5f068f,conductor particles,copper particles,B01,physical or chemical processes or apparatus in general,0.5
3c71235f499809df,battery monitoring circuit,conventional battery measurement device,G01,measuring; testing,0.5
7e7c60e32b9f6c15,remain below threshold value,heart rate value,B60,vehicles in general,0.0
2046cfb9456f88f0,gas leak,natural gas leak,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.5
d8ee79dc58f69e4e,acylate with acids,acid functionalized acylate,C07,organic chemistry,0.75
b59ed1427f38cdb2,sheet supply roller,sheet transport feed rollers,H04,electric communication technique,0.75
2e201635a5e126cf,coupling factor,primary turns,G01,measuring; testing,0.5
13f82d822ea88f0b,lifting load,lifting straps,E01,"construction of roads, railways, or bridges",0.0
16076dbb94d5ade6,coaxial cable transmission,coaxial transmission lines,H02,generation; conversion or distribution of electric power,0.75
